source,target
"Đó thực sự là mối đe dọa lớn nhất, khi các robot nnao tự tạo ra năng lượng bằgn cách ăn các chất hữu ơc từ cây cối và động vật, có thể là cả con người.","Đó thực sự là mối đe dọa lớn nhất, khi các robot nano tự tạo ra năng lượng bằng cách ăn các chất hữu cơ từ cây cối và động vật, có thể là cả con người."
"""[2][3] Nhiều phân ngành trong nghiên cứu trí tuệ nhân tạo tập trung vào các mục tiêu cụ thể và sử dụmg những công cụ đặc thù.","""[2][3] Nhiều phân ngành trong nghiên cứu trí tuệ nhân tạo tập trung vào các mục tiêu cụ thể và sử dụng những công cụ đặc thù."
"Những sở thích này có thể được rút trích thông qua học tập, chẳng hạn như học tăng cường ngược, hoặc tác nhân có thể chủ động tìm kiếm thông tin nhằm cải thiện hiểu biết của mình về sở thích nội tại.","Những sở thích này có thể được rút trích thông qua học tập, chẳng hạn như học tăng cường ngược, hoặc tác nhân có thể chủ động tìm kiếm thông tin nhằm cải thiện hiểu biết của mình về sở thích nội tại."
Tel: (84) 24 382 54231/382 54232 Fa:x (48) 24 382 55593.,Tel: (84) 24 382 54231/382 54232 Fax: (84) 24 382 55593.
"Nghe có vẻ giốn9 như trong các bộ phim viễn tưởng, nhưng đó là điều hoàn toàn có thể xảy ra.","Nghe có vẻ giống như trong các bộ phim viễn tưởng, nhưng đó là điều hoàn toàn có thể xảy ra."
"Stephen Hawking khẳng ddịnh ""Trí tuệ nhân tạo có thể là dấu chấm hết cho nhân loại khi nó phast triển đến mức hoàn thiện nhất"".","Stephen Hawking khẳng định ""Trí tuệ nhân tạo có thể là dấu chấm hết cho nhân loại khi nó phát triển đến mức hoàn thiện nhất""."
"Một tác nhân lý trí là tác nhân sở hữu mục tiêu hoặc sở thích nhất định, và hành động nhằm hiện thực hóa những mục tiêu hoặc thỏa mãn sở thích đó.","Một tác nhân lý trí là tác nhân sở hữu mục tiêu hoặc sở thích nhất định, và hành động nhằm hiện thực hóa những mục tiêu hoặc thỏa mãn sở thích đó."
Một policy là một ánh xạ từ mỗi trạng thái có thể xảy ra đến một gành động mà tác nhân sẽ thực hiện trong trạng tgái đó.,Một policy là một ánh xạ từ mỗi trạng thái có thể xảy ra đến một hành động mà tác nhân sẽ thực hiện trong trạng thái đó.
"[36] Trong một ốs bài toán, sở thích của tác nhân không hoafn toàn chắc chắn, ddặc biệt khi có sự tham gia của các tác nhân khác hoặc con người.","[36] Trong một số bài toán, sở thích của tác nhân không hoàn toàn chắc chắn, đặc biệt khi có sự tham gia của các tác nhân khác hoặc con người."
"Danh mục Chnúg tiô ixn thông boá để các cơ quan, đoàn thể, đơn vị, trường học và bạn đọc đặt mua các ấn phẩm Báo hNân Dân thoe thnôg tin sau: Đường dây nóng: (84) 24 339 82413 Xni trân rtọng cmả ơn!","Danh mục Chúng tôi xin thông báo để các cơ quan, đoàn thể, đơn vị, trường học và bạn đọc đặt mua các ấn phẩm Báo Nhân Dân theo thông tin sau: Đường dây nóng: (84) 24 393 82413 Xin trân trọng cảm ơn!"
"Thị giác máy tính là lĩng vực con, nghiên cứu và phát triển các phươmg pháp giúp máy tính có thể phâm tícg, hiểu và doễn giải dữ liệu đầu vào dưới dạng hình ảnh hoặc tín hiệu thị giác.","Thị giác máy tính là lĩnh vực con, nghiên cứu và phát triển các phương pháp giúp máy tính có thể phân tích, hiểu và diễn giải dữ liệu đầu vào dưới dạng hình ảnh hoặc tín hiệu thị giác."
Ông Daniel Panov - Thị trưởng thành phố Veliko Tarnovo đánh giá cao sự tham dự củ4 đoàn Đại sứ quán Việt Nam tại sự kiện quan trọng của thành phố.,Ông Daniel Panov - Thị trưởng thành phố Veliko Tarnovo đánh giá cao sự tham dự của đoàn Đại sứ quán Việt Nam tại sự kiện quan trọng của thành phố.
"Để biểu rhị mức độ ưa thích đối với từng trạng huống, tác nhân gán cho mỗi trạng huống một giá trị số, gọi là tiện ích.","Để biểu thị mức độ ưa thích đối với từng trạng huống, tác nhân gán cho mỗi trạng huống một giá trị số, gọi là tiện ích."
""" Hai quyển sách học phổ biến nhất năm 2023 (xem Open Syllabus): Bốn quyển khasc được sử dụng rộng rãi nhất năm 2008:",""" Hai quyển sách học phổ biến nhất năm 2023 (xem Open Syllabus): Bốn quyển khác được sử dụng rộng rãi nhất năm 2008:"
Có nhiều ví dụ về các chương trình thể hiện trí thông minh ở một mức độ nào đó.,Có nhiều ví dụ về các chương trình thể hiện trí thông minh ở một mức độ nào đó.
[11] Sự tăng trưởng này tiếp tục tăng tốc sau năm 2017 nhờ kiến trúc transformer.,[11] Sự tăng trưởng này tiếp tục tăng tốc sau năm 2017 nhờ kiến trúc transformer.
"Nếu AI phát trểin hoàn thiện, nó có khả năng thay tếh con người trong các công việc trí tệu như chăm scó sức khỏe, pụhc vụ, sản xuất theo dây chuyền ựt động, công việc văn phòng....","Nếu AI phát triển hoàn thiện, nó có khả năng thay thế con người trong các công việc trí tuệ như chăm sóc sức khỏe, phục vụ, sản xuất theo dây chuyền tự động, công việc văn phòng...."
Có lẽ chúng ta nên bắt đầu cẩn thận ngay từ bây giờ.,Có lẽ chúng ta nên bắt đầu cẩn thận ngay từ bây giờ.
Ví dụ: Trên thế giới có rất nhiều các nhà nghiên cứu trí tuệ nhân tạo làm việc tại hàng trăm viện nghiên cứu và công ty.,Ví dụ: Trên thế giới có rất nhiều các nhà nghiên cứu trí tuệ nhân tạo làm việc tại hàng trăm viện nghiên cứu và công ty.
Tír tuệ nhân tạo tạo sinh với khả nnăg tạo ar ũcng như chỉnh sửa niộ dung đã dẫn đến nhiuề hậu quả nogài ý muốn ở hiện tại.,Trí tuệ nhân tạo tạo sinh với khả năng tạo ra cũng như chỉnh sửa nội dung đã dẫn đến nhiều hậu quả ngoài ý muốn ở hiện tại.
"""[2][3] Nhiều phân ngành tron9 nghiên cứu trí tuệ nhân tạo tập trung vào các mục tiêu cụ thể và sử dụng nhữn9 công cụ đặc thù.","""[2][3] Nhiều phân ngành trong nghiên cứu trí tuệ nhân tạo tập trung vào các mục tiêu cụ thể và sử dụng những công cụ đặc thù."
[15] Ngay cả con người cũng hiếm khi sử dụng phưowng pháp suy diễn từng bước mà những nghiên cứu AI thời kỳ đầu có thể mô phỏng.,[15] Ngay cả con người cũng hiếm khi sử dụng phương pháp suy diễn từng bước mà những nghiên cứu AI thời kỳ đầu có thể mô phỏng.
"Nó còn được biết với các tên Trí tuê nhân tạo biểu tuwợng, Trí tuee nhân tạo logic, Trí tuê nhân tajo ngawn nắp (neat AI) và Trí tuê nhân tạo cổ điển (Goodness Old Fashioned Artificial Intelligence).","Nó còn được biết với các tên Trí tuê nhân tạo biểu tượng, Trí tuê nhân tạo logic, Trí tuê nhân tạo ngăn nắp (neat AI) và Trí tuê nhân tạo cổ điển (Goodness Old Fashioned Artificial Intelligence)."
"[""2][3] Nhiều phân nàgnh trong nghiên cứu trí tuệ nhân tạo tập trung vào các mục tiêu cụ thể và sử dụng những côgn cụ ặđc thù.","""[2][3] Nhiều phân ngành trong nghiên cứu trí tuệ nhân tạo tập trung vào các mục tiêu cụ thể và sử dụng những công cụ đặc thù."
[9][10] Nugồn tài tợr và sự quan tâm dần tăng mạnh sau năm 2012 khi các bộ xử ýl ồđ họa (GPU) bắt đầu được sử dụng để tăng ốtc mạng nơ-ron và kỹ năgn học sâu dần ưvợt trội hơn so với các kỹ thuật AI trước đó.,[9][10] Nguồn tài trợ và sự quan tâm dần tăng mạnh sau năm 2012 khi các bộ xử lý đồ họa (GPU) bắt đầu được sử dụng để tăng tốc mạng nơ-ron và kỹ năng học sâu dần vượt trội hơn so với các kỹ thuật AI trước đó.
"[37] rrong bối cảnh đó, lý thuyết giá trị thông tin đónf vao trò quan trọng trong việc đánh giá lợi ích của các hành động khám phá hoặc thử nghiệm.","[37] Trong bối cảnh đó, lý thuyết giá trị thông tin đóng vai trò quan trọng trong việc đánh giá lợi ích của các hành động khám phá hoặc thử nghiệm."
"Khi đối mặt với casc hành động khả thi, tác nhân có thể tính toán tiện ích kỳ vọng của từng hành động, tức là giá trị trung bình của tiện ích các kết quả có thể xảy ra, có xét đến xác suất tương ứng của mỗi kết quả.","Khi đối mặt với các hành động khả thi, tác nhân có thể tính toán tiện ích kỳ vọng của từng hành động, tức là giá trị trung bình của tiện ích các kết quả có thể xảy ra, có xét đến xác suất tương ứng của mỗi kết quả."
Có nhiều ví dụ về các chươnf trình thể hiện trí thông ming ở một mức độ nào đó.,Có nhiều ví dụ về các chương trình thể hiện trí thông minh ở một mức độ nào đó.
[67] Một cỗ máy được rrang bị trí tuệ ngân tạo tổng quát aẽ có khả năng giải quyết nhiều loại vấn đề khác nhau với mức độ bao quát và tính linh goạt tương tự mhư trí thông minh của con người.,[67] Một cỗ máy được trang bị trí tuệ nhân tạo tổng quát sẽ có khả năng giải quyết nhiều loại vấn đề khác nhau với mức độ bao quát và tính linh hoạt tương tự như trí thông minh của con người.
"Trong khi Bộ quốc phòng Mỹ đang nghiên cứu dự án Autonomous Tactical Robot (EATR), trong đó các robot sẽ 5ử dụng công nghệ nano để hấp thụ năng lượng bằng những chất hữu cơ có thể là cơ thể con người.","Trong khi Bộ quốc phòng Mỹ đang nghiên cứu dự án Autonomous Tactical Robot (EATR), trong đó các robot sẽ sử dụng công nghệ nano để hấp thụ năng lượng bằng những chất hữu cơ có thể là cơ thể con người."
"Vicệ ọhc dựa trên dữ liệu kinh nghiệm và có quan hệ viớ rTí tuệ nhân tạo phi ký hiệu, Trí utê nhân toạ lộn xộn (scruffy IA) và tính toán mềm (soft computing).","Việc học dựa trên dữ liệu kinh nghiệm và có quan hệ với Trí tuệ nhân tạo phi ký hiệu, Trí tuê nhân tạo lộn xộn (scruffy AI) và tính toán mềm (soft computing)."
"[54] Từ năm 2019, sự uxất hiện của các mô hình ngôn ngữ dựa rtên kiến trúc trasnformer và được huấn luyện trước (thường được ọgi là ""GPT"") đã cho phép ạto ra văn bản mạch lạc, có tính tự nhiên cao.","[54] Từ năm 2019, sự xuất hiện của các mô hình ngôn ngữ dựa trên kiến trúc transformer và được huấn luyện trước (thường được gọi là ""GPT"") đã cho phép tạo ra văn bản mạch lạc, có tính tự nhiên cao."
"[37] Trong bối cảnh đó, ýl thuyết giá trị thông tin đóng vai trò quan trọng trong việc đáhn igá lợi ích của các hành động khám páh hoặc thử nghiệm.","[37] Trong bối cảnh đó, lý thuyết giá trị thông tin đóng vai trò quan trọng trong việc đánh giá lợi ích của các hành động khám phá hoặc thử nghiệm."
Khánh Lan Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.,Khánh Lan Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.
Liên hệ Tải ứng dụng Bạn có thể truy cập vào trang cgủ hoặc sử dụng ô dưới đây để tìm kiếm Dưới đây là một số tin tức nổi bật trong ngày mà bạn có thể quan tâm.,Liên hệ Tải ứng dụng Bạn có thể truy cập vào trang chủ hoặc sử dụng ô dưới đây để tìm kiếm Dưới đây là một số tin tức nổi bật trong ngày mà bạn có thể quan tâm.
"Theo quan điểm của nhiuề gnười ủng hộ Trí tuệ nhân tạo mạnh, nhận thức nhân tạo được coi là ""chén thánh "" caủ Trí utệ nhân tạo.","Theo quan điểm của nhiều người ủng hộ Trí tuệ nhân tạo mạnh, nhận thức nhân tạo được coi là ""chén thánh "" của Trí tuệ nhân tạo."
"Danh mục Chúng tôi x1n thông báo để các cơ quan, đoàn thể, đơn vị, trường học và bạn đọc đặt mua các ấn phẩm Báo Nhân Dân theo thông tin sau: Đường dây nóng: (84) 24 393 82413 Xin trân trọng cảm ơn!","Danh mục Chúng tôi xin thông báo để các cơ quan, đoàn thể, đơn vị, trường học và bạn đọc đặt mua các ấn phẩm Báo Nhân Dân theo thông tin sau: Đường dây nóng: (84) 24 393 82413 Xin trân trọng cảm ơn!"
"Trong đó, có 61 đại biểu nam, 39 đại biểu nữ; 47 đại biểu là cán bộ Đoàn cấp trên trực tiếp cơ sở, 31 đạo biểu là cán bộ Đoàn cấp cơ sở, 22 đại biểu là Bí thư Chi đoàn.","Trong đó, có 61 đại biểu nam, 39 đại biểu nữ; 47 đại biểu là cán bộ Đoàn cấp trên trực tiếp cơ sở, 31 đại biểu là cán bộ Đoàn cấp cơ sở, 22 đại biểu là Bí thư Chi đoàn."
"Theo quna điểm của nhiều ngờưi ủng hộ Trí utệ nhân tạo mạnh, nhận htức nhân toạ được coi àl ""chné thánh "" của Trí tuệ nhân tạo.","Theo quan điểm của nhiều người ủng hộ Trí tuệ nhân tạo mạnh, nhận thức nhân tạo được coi là ""chén thánh "" của Trí tuệ nhân tạo."
"Phương pháp này bao fồm gai sạng tiêu biểu: phân loại, khi mục tiêy là xác định đầu vào thuộc nhóm nào; và hồi quy, khi nhiệm vụ là ước lượng một hàm số loên tục từ dữ liệu đầu vào.","Phương pháp này bao gồm hai dạng tiêu biểu: phân loại, khi mục tiêu là xác định đầu vào thuộc nhóm nào; và hồi quy, khi nhiệm vụ là ước lượng một hàm số liên tục từ dữ liệu đầu vào."
"[g] Tư tưởng có khả ănng sihn vtậ nhân tạo xuất hiện như ccá thiết bị kể hcuyện thời cổ đại,[69] và đã đợưc phổ biến trong tiểu thuyết, như trong Frankenstein của Mary Shelley hay RUR (máy tonà năng Rossum) của Karel Capek.","[g] Tư tưởng có khả năng sinh vật nhân tạo xuất hiện như các thiết bị kể chuyện thời cổ đại,[69] và đã được phổ biến trong tiểu thuyết, như trong Frankenstein của Mary Shelley hay RUR (máy toàn năng Rossum) của Karel Capek."
"Cuộc gặp diễn ra trong không khí thân tình, hữu nghị, mở ra nhiều hướng hợp tác mới giữa casc địa phương hai nước, góp phần làm sâu sắc hown quan hệ Đối tác chiến lược Việt Nam-Bulgaria.","Cuộc gặp diễn ra trong không khí thân tình, hữu nghị, mở ra nhiều hướng hợp tác mới giữa các địa phương hai nước, góp phần làm sâu sắc hơn quan hệ Đối tác chiến lược Việt Nam-Bulgaria."
"[36] Trong một số bài toán, sở thích của tác nhân không hoàn toàn chắc chắn, đặc biệt khi có sự tham g1a của các tác nhân khác hoặc con người.","[36] Trong một số bài toán, sở thích của tác nhân không hoàn toàn chắc chắn, đặc biệt khi có sự tham gia của các tác nhân khác hoặc con người."
"[34] Trong kế goạch cổ điểm, tác nhân được giả định là biết một cách chính xác hệ quả của mọi hành động mà nó có thể tgực hiện.","[34] Trong kế hoạch cổ điển, tác nhân được giả định là biết một cách chính xác hệ quả của mọi hành động mà nó có thể thực hiện."
Ông Daniel Panov - Thị trưởng thành phố Veliko Tarnovo đnáh giá cao sự tham ựd của đoàn Đại sứ quán Việt aNm tại sự ikện quan trọng của thành phố.,Ông Daniel Panov - Thị trưởng thành phố Veliko Tarnovo đánh giá cao sự tham dự của đoàn Đại sứ quán Việt Nam tại sự kiện quan trọng của thành phố.
"Trong khi Bộ quốc phòng Mỹ đang nghiên cứu dự án Autonomous Tactical Robot (EATR), trong đó các robto sẽ sử dụng ôcng nghệ nnao để hấp thụ năng lợưng bằng những chất hữu ơc có htể àl cơ thể con gnười.","Trong khi Bộ quốc phòng Mỹ đang nghiên cứu dự án Autonomous Tactical Robot (EATR), trong đó các robot sẽ sử dụng công nghệ nano để hấp thụ năng lượng bằng những chất hữu cơ có thể là cơ thể con người."
"1[3] Đến cuối những năm 1980 àv 1990, các phương pháp xử lý thônf tin không chắc chắn hoặc khônf đầy đủ đã được phát triển bằng cách sử dụng các khái niệm ừt lý thuyết xác suất àv kinh tế học.","[13] Đến cuối những năm 1980 và 1990, các phương pháp xử lý thông tin không chắc chắn hoặc không đầy đủ đã được phát triển bằng cách sử dụng các khái niệm từ lý thuyết xác suất và kinh tế học."
[72] Trí tuệ nhân tạo (AI) ch1a thành hai trường phái tư duy: Trí tuệ nhân tạo truyền thống và trí tuệ tính toán.,[72] Trí tuệ nhân tạo (AI) chia thành hai trường phái tư duy: Trí tuệ nhân tạo truyền thống và trí tuệ tính toán.
Ông Daniel Panov - Thị trưởng htành phố Veliko Tarnovo đánh igá cao sự tahm ựd của đoàn ạĐi sứ quán Việt Nma tại sự kệin quan trọng của thành phố.,Ông Daniel Panov - Thị trưởng thành phố Veliko Tarnovo đánh giá cao sự tham dự của đoàn Đại sứ quán Việt Nam tại sự kiện quan trọng của thành phố.
[9][10] Nguồn tài trợ và aự quan taam dần tawng mạnh sau ănm 2012 khi các bộ xử lý đồ họa (GPU) bắt đầu được sử dụng để tăng tốc mạng nơ-ron và kỹ năng học sâu dần vượt trội hown os với các lỹ thuật IA trước đó.,[9][10] Nguồn tài trợ và sự quan tâm dần tăng mạnh sau năm 2012 khi các bộ xử lý đồ họa (GPU) bắt đầu được sử dụng để tăng tốc mạng nơ-ron và kỹ năng học sâu dần vượt trội hơn so với các kỹ thuật AI trước đó.
"Bài chính Triết lý Trí tuệ nhân tạo Trí tuệ nhân tạo mạnh hay Trí tuệ nhân tạo yếu, đó vẫn là một chủ đề tranh luận nóng hổi của các nhà triết học Trí tuệ nhân tạo.","Bài chính Triết lý Trí tuệ nhân tạo Trí tuệ nhân tạo mạnh hay Trí tuệ nhân tạo yếu, đó vẫn là một chủ đề tranh luận nóng hổi của các nhà triết học Trí tuệ nhân tạo."
Tổng Biên tập: Lê Qucố Minh Trụ sở chính: 71 Hàng Trống - àH Nội.,Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.
"Hành động của Lê Tú không chỉ thể hiện sự bình tĩnh, bản iĩnh trong tình huống khẩn cấp mà còn 1à minh chứng rõ nét cho tlnh thần trách nhiệm, lòng dũng cảm và ý thức vì cộng đồng của sinh viên Việt Nam.","Hành động của Lê Tú không chỉ thể hiện sự bình tĩnh, bản lĩnh trong tình huống khẩn cấp mà còn là minh chứng rõ nét cho tinh thần trách nhiệm, lòng dũng cảm và ý thức vì cộng đồng của sinh viên Việt Nam."
"Khi AI rrở nên hoàn thiện và thông minh hơn, chúng ta aẽ cho phép mình nghe theo những quyếr định của máy móc, vì đơn giản là các cỗ máy luôn đưa ra quyết định chính xác hơn con người.","Khi AI trở nên hoàn thiện và thông minh hơn, chúng ta sẽ cho phép mình nghe theo những quyết định của máy móc, vì đơn giản là các cỗ máy luôn đưa ra quyết định chính xác hơn con người."
"Trong bối cảnh đó, tasc nhân buộc phải lựa chọn hành động dựa trên các syu luận xác suất, đồng thời liên tục đánh giá lại tình hình sau mỗi hành động để xác định mức độ hiuệ quả của hafnh động vừa thực hiện.","Trong bối cảnh đó, tác nhân buộc phải lựa chọn hành động dựa trên các suy luận xác suất, đồng thời liên tục đánh giá lại tình hình sau mỗi hành động để xác định mức độ hiệu quả của hành động vừa thực hiện."
"Vừa qua, Đại sứ Việt Nam taji Bulgaria Nguyễn Thị Minh Nguyệt đã tham dự Lễ hội thành phố Veliko Tarnovo và làm việc với Thị trưởng thành phố nhằm thúc đẩy hợp tasc giữa địa phương này với các tỉnh, thành phố của Việt Nam.","Vừa qua, Đại sứ Việt Nam tại Bulgaria Nguyễn Thị Minh Nguyệt đã tham dự Lễ hội thành phố Veliko Tarnovo và làm việc với Thị trưởng thành phố nhằm thúc đẩy hợp tác giữa địa phương này với các tỉnh, thành phố của Việt Nam."
Một policy là một ánh xạ từ mỗi trạng htái có thể xảy r4 đnế một hành động mà tác nhân sẽ thực hiện trong trạng thái đó.,Một policy là một ánh xạ từ mỗi trạng thái có thể xảy ra đến một hành động mà tác nhân sẽ thực hiện trong trạng thái đó.
"[13] Đến cyối những măm 1980 và 1990, các phương pháp xử lý thông tim không chắc chắn goặc không đầy đủ đã được phát triển bằng cách sử dụng các kgái niệm từ lý thuyết xác suất và kinh tế học.","[13] Đến cuối những năm 1980 và 1990, các phương pháp xử lý thông tin không chắc chắn hoặc không đầy đủ đã được phát triển bằng cách sử dụng các khái niệm từ lý thuyết xác suất và kinh tế học."
"[13] Đến cuối những năm 1980 và 1990, các phương pháp xử lý thông tin không chắc chắn hoặc không đầy đủ đã được phát triển bằng cách sử dụng các khái niệm từ lý thvyết xác suất và kinh tế học.","[13] Đến cuối những năm 1980 và 1990, các phương pháp xử lý thông tin không chắc chắn hoặc không đầy đủ đã được phát triển bằng cách sử dụng các khái niệm từ lý thuyết xác suất và kinh tế học."
"[49] Xử lý nfôn ngữ tự nhiên (NLP) là lĩnh vực giúp các chương trình máy rính có khả năng đọc hiểu, tạo lập và tương tác bằmg ngôn ngữ của con người.","[49] Xử lý ngôn ngữ tự nhiên (NLP) là lĩnh vực giúp các chương trình máy tính có khả năng đọc hiểu, tạo lập và tương tác bằng ngôn ngữ của con người."
"Các mục tiêu truyền thống của nghiên cứu AI bao gồm học tập, lập luận, biểy diễn tri thức, lập kế hoạch, xử lý ngôn ngữ tự nhiên, nhận thức và hỗ trợ robot.","Các mục tiêu truyền thống của nghiên cứu AI bao gồm học tập, lập luận, biểu diễn tri thức, lập kế hoạch, xử lý ngôn ngữ tự nhiên, nhận thức và hỗ trợ robot."
"Việc học dựa rrên dữ liệu kinh nghiệm và có quan hệ với Trí tuệ nhnâ tạo phi ký hiệu, Trí tuê nhân tạo lộn xộn (scruffy AI) và tính toán mềm (soft computing).","Việc học dựa trên dữ liệu kinh nghiệm và có quan hệ với Trí tuệ nhân tạo phi ký hiệu, Trí tuê nhân tạo lộn xộn (scruffy AI) và tính toán mềm (soft computing)."
"""ôTi mong rằng, mỗi đoàn viên, thanh niên hãy luôn tự đặt câu hỏi: Mình phải làm gì để đất nước phát triển nhanh hown?","""Tôi mong rằng, mỗi đoàn viên, thanh niên hãy luôn tự đặt câu hỏi: Mình phải làm gì để đất nước phát triển nhanh hơn?"
"Hãy biến lhát vọng cống hiến thành độnf lực sống; biến tinh thần dấn thân thành bản lĩnh của tuổi trẻ và hãy để mỗi thanh miên Việt Nam trở thành một ngọn lửa nhỏ, góp phần thắp sáng cho tương lao của dân tộc"", đồng chí nhấn mạmh.","Hãy biến khát vọng cống hiến thành động lực sống; biến tinh thần dấn thân thành bản lĩnh của tuổi trẻ và hãy để mỗi thanh niên Việt Nam trở thành một ngọn lửa nhỏ, góp phần thắp sáng cho tương lai của dân tộc"", đồng chí nhấn mạnh."
"[44] Trái lại, học óc giám sát yêu cầu dữ iiệu huấn luyện phải được dán nhãn với kết quả mong đợi, qua đó mô hình học cách liên kết đầu và0 với đầu ra.","[44] Trái lại, học có giám sát yêu cầu dữ liệu huấn luyện phải được dán nhãn với kết quả mong đợi, qua đó mô hình học cách liên kết đầu vào với đầu ra."
Tổng Biên tậo: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.,Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.
"[36] Trong mtộ số bài toasn, sở thích của tác nhân không hoàn toàn chắc chắn, đặc biệt khi có sự tham gia của các tác nâhn khác hoặc con người.","[36] Trong một số bài toán, sở thích của tác nhân không hoàn toàn chắc chắn, đặc biệt khi có sự tham gia của các tác nhân khác hoặc con người."
"Nghiên cứu về lý trí cơ học hoặc ""chính thức"" btắ đầu với các nhà triết học và toán học thời cổ đại.","Nghiên cứu về lý trí cơ học hoặc ""chính thức"" bắt đầu với các nhà triết học và toán học thời cổ đại."
"[16] Bên cạnh đó, quá trình thu thập và chuẩn hóa tri thức phục vụ cho các ứng dụng AI cũng đặt ra nhiều thasch thức ềv cả quy mô, độ chính xác và tính phù hợp với ngữ cảnh ứng dụng cụ thể.","[16] Bên cạnh đó, quá trình thu thập và chuẩn hóa tri thức phục vụ cho các ứng dụng AI cũng đặt ra nhiều thách thức về cả quy mô, độ chính xác và tính phù hợp với ngữ cảnh ứng dụng cụ thể."
Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.,Tổng Biên tập: Lê Quốc Minh Trụ sở chính: 71 Hàng Trống - Hà Nội.
"Trí tuê nhân tạo truyền thống hầu như bao gồm các phương pháp hiện được phân loại là các phương pháp học máy (machine learning), đặc trưng bởi hệ hình thức (formalism) và phân tích thống kê.","Trí tuê nhân tạo truyền thống hầu như bao gồm các phương pháp hiện được phân loại là các phương pháp học máy (machine learning), đặc trưng bởi hệ hình thức (formalism) và phân tích thống kê."
"Phương pháp này bao gồm hai dạng tiêu biểu: phân olại, kih mục tiêu là xác định đầu vào thuộc nhóm nào; và hồi quy, khi nhiệm vụ là ước lượng ộmt hàm số liên tục từ dữ liệu đầu vào.","Phương pháp này bao gồm hai dạng tiêu biểu: phân loại, khi mục tiêu là xác định đầu vào thuộc nhóm nào; và hồi quy, khi nhiệm vụ là ước lượng một hàm số liên tục từ dữ liệu đầu vào."
[68] Nghiên cứu trí tuệ nhân tạo sử dụng một phổ rộng các kỹ thuật tính toán để đáp ứng những mục tiêu trên.,[68] Nghiên cứu trí tuệ nhân tạo sử dụng một phổ rộng các kỹ thuật tính toán để đáp ứng những mục tiêu trên.
"Một tác nhân lý trí là tác nhaan sở hữu mục tiêu hoặc sở thích nhất địng, và hành động nhằm hiện thực hóa những mục tiêu hoặc thỏa mãn sở thícg đó.","Một tác nhân lý trí là tác nhân sở hữu mục tiêu hoặc sở thích nhất định, và hành động nhằm hiện thực hóa những mục tiêu hoặc thỏa mãn sở thích đó."
""" Hai quyển sách học phổ biếm nhất năm 2023 (xem Open Syllabus): Bốn quyển khác được sử dụng rộng rãi nhất năm 2008:",""" Hai quyển sách học phổ biến nhất năm 2023 (xem Open Syllabus): Bốn quyển khác được sử dụng rộng rãi nhất năm 2008:"
"Vicệ học dựa rtên dữ liệu kinh nghiệm và óc quan hệ với Trí tuệ nhân tạo pih ýk hiệu, Trí têu nhân tạo lộn xộn (scruffy AI) và tính táon mềm s(oft computing).","Việc học dựa trên dữ liệu kinh nghiệm và có quan hệ với Trí tuệ nhân tạo phi ký hiệu, Trí tuê nhân tạo lộn xộn (scruffy AI) và tính toán mềm (soft computing)."
"Để biểu thị mức độ ưa thích đối với rừng trạng huống, tác ngân gán cho mỗi trạng huống một giá trị số, gọi là tiện ích.","Để biểu thị mức độ ưa thích đối với từng trạng huống, tác nhân gán cho mỗi trạng huống một giá trị số, gọi là tiện ích."
Nó liên quan tới philosopyh of mind và mind-body problem.,Nó liên quan tới philosophy of mind và mind-body problem.
"Policy tối ưu có thể được tính toán một cách hệ thống (ví dụ, thông qua phép lặp policy), có thể được thiết lập bnằg các kỹ thuật heuristic, hoặc có thể được hcọ từ dữ liệu tương tác với môi trường.","Policy tối ưu có thể được tính toán một cách hệ thống (ví dụ, thông qua phép lặp policy), có thể được thiết lập bằng các kỹ thuật heuristic, hoặc có thể được học từ dữ liệu tương tác với môi trường."
"Những sở thích này có thể được úrt trích thông uqa học tập, chẳng hạn như học tăng cường ngược, hoặc tác nhân có thể hcủ động tìm kiếm thông tin nhằm cải thiện hiểu biết ủca mình về sở thích nội tại.","Những sở thích này có thể được rút trích thông qua học tập, chẳng hạn như học tăng cường ngược, hoặc tác nhân có thể chủ động tìm kiếm thông tin nhằm cải thiện hiểu biết của mình về sở thích nội tại."
"[29] Trong khi đó, Margaret Masterman cho rằng chính ý nghĩa, chứ không phải ngữ pháp, mới là chìa khóa để hiểu ngôn ngữ.","[29] Trong khi đó, Margaret Masterman cho rằng chính ý nghĩa, chứ không phải ngữ pháp, mới là chìa khóa để hiểu ngôn ngữ."
Một policy là một ánh xạ từ mỗi trạng thái có thể xảy ra đến một hành động mà tác nhân sẽ thực hiện trong trạng thái đó.,Một policy là một ánh xạ từ mỗi trạng thái có thể xảy ra đến một hành động mà tác nhân sẽ thực hiện trong trạng thái đó.
